,path,GT,spanish
142,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0195.wav,todo eso en blanco,base en blanco.
143,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0199.wav,ven a ayudarme,y ayudarme.
144,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0201.wav,ayudame en los números,Los números.
145,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0203.wav,que es eso,eso eso.
146,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0205.wav,eso,
147,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0206.wav,cara,
148,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0209.wav,solo te puedo ayudar,sobre tu podido.
149,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0211.wav,a ver,
150,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0212.wav,uno,uno.
151,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0213.wav,seis,seis.
152,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0214.wav,ya esta,
153,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0215.wav,uno,
154,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0216.wav,seis,sí.
155,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0217.wav,siete,ya que
156,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0218.wav,ocho,
157,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0219.wav,dos,Por.
158,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0220.wav,cinco,sí.
159,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0221.wav,seis siete y ocho,"seis, siete y ocho."
160,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0222.wav,dos,
161,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0223.wav,aquí dice cuatro,Aquí está cuatro.
162,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0224.wav,cinco seis,El coste.
163,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0225.wav,siete,sí.
164,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0226.wav,tres,
165,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0227.wav,cuatro,que no.
166,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0228.wav,siete y ocho,yo te yo.
167,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0229.wav,cuatro,cuatro.
168,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0230.wav,siete,No.
169,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0231.wav,siete y ocho,bien dicho.
170,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0232.wav,cuatro,
171,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0233.wav,cinco,se
172,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0234.wav,cinco,sí.
173,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0235.wav,siete y ocho,siete ocho.
174,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0236.wav,siete,
175,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0237.wav,el seis,se
176,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0238.wav,el seis,sí.
177,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0239.wav,el cuatro,cuatro.
178,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0240.wav,uno,
179,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0241.wav,cuatro uno,cuatro uno
180,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0242.wav,tres,
181,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-A-Allan_q2_02-05_Spanish_0243.wav,tres,
182,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_02-05_Spanish_0001.wav,hasta abajo,Hasta Abajo.
183,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_02-05_Spanish_0002.wav,nomás eso,No más eso.
184,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_02-05_Spanish_0004.wav,esque ya lo hicimos los dos,que ya lo hicimos los dedos.
185,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_02-05_Spanish_0005.wav,que es una,que es una
186,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_02-05_Spanish_0006.wav,condición,"con diez, No?"
187,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_02-05_Spanish_0007.wav,un día normal,día.
188,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_02-05_Spanish_0008.wav,que haces,Qué haces?
189,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_02-05_Spanish_0009.wav,rutina,rutina.
190,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_02-05_Spanish_0010.wav,es una condición,es una condición.
191,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_02-05_Spanish_0011.wav,y lo que trata de hacer esto,Lo que tratase esto.
192,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_02-05_Spanish_0012.wav,un número,un número.
193,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_02-05_Spanish_0013.wav,la computadora,
194,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_02-05_Spanish_0014.wav,va a escoger un número,escoger un número.
195,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_02-05_Spanish_0016.wav,tu número,El número.
196,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_02-05_Spanish_0017.wav,primero,primero.
197,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_02-05_Spanish_0018.wav,te pone esto,te pone esto.
198,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_02-05_Spanish_0019.wav,esto significa que esta muy,Esto significa que está muy
199,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_02-05_Spanish_0020.wav,pero si pones aquí esto,pero si pones aquí es
200,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0002.wav,so sabes como,no sabes como.
201,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0003.wav,terminaba como,Terminaba.
202,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0004.wav,y terminó en en veinte,y termino esta de veinte.
203,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0005.wav,también aquí,también aquí.
204,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0006.wav,al once,
205,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0007.wav,no no se te mira,no se te mira.
206,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0008.wav,anda bien cansado,Hola en cansado.
207,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0009.wav,binarios,varios.
208,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0011.wav,mira kevin,Mira. Que bien.
209,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0012.wav,ohh ya le entendí,a
210,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0013.wav,que número les dijistes,que no nos dices.
211,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0014.wav,te falta hacer esto,Cáceres.
212,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0015.wav,primero pones el número,bueno por ese número.
213,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0016.wav,y el número te va a decir cuanto,y del número trece en cuanto
214,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0017.wav,a ver dejame les pongo un número,alejándonos como la
215,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0018.wav,les decimos cual es el error,a los cuales se les va.
216,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0019.wav,si puedes ver alejandro,si puedes ver Alejandro.
217,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0020.wav,estos son los números,bueno.
218,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0022.wav,el número que usan las computadoras,El número que tragarme una hora.
219,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0023.wav,y esto lo que significa es prendido y apagado,y esto lo que se le viene vendida de apagado.
220,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0024.wav,este cero significa apagado,De. Este cero significa pagado.
221,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0025.wav,y es lo que usa la computadora,y es lo que usted ha
222,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0026.wav,y ahora tu dile alejandro de esto,y ahora tu vida alertando de este
223,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0027.wav,dos a la potencia de cero son una,pues la noticia de ceros en una
224,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0028.wav,a la potencia de dos son dos,a la policía. No se lo
225,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0029.wav,pero el lo que quiere saber,pero es lo que quiere saber.
226,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0030.wav,se suma cada número que vez,"se suma, queda número que ves."
227,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0031.wav,esto es lo que da,queda.
228,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0032.wav,y es un prendido y apagado,y es un premio y apagado.
229,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0033.wav,prendido significa que,Vendido significa que
230,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0034.wav,y apagado pos no,No.
231,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0035.wav,o sea si queremos hacer doce,si queremos hacer todos.
232,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0036.wav,quitamos los dos números mas grandes,tam- Buenas. Gracias.
233,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0037.wav,treinta y dos,entre dos.
234,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0038.wav,y ocho mas cuatro son doce,y ocho más cuatro sonidos.
235,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0039.wav,este y este y apagamos los otros dos,pastillas tiempo como nosotros.
236,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0040.wav,ocho mas cuatro va a ser doce si me entiendes,"ocho cuatro bases, me entiendes?"
237,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0041.wav,aquí también abajito te dice,"También trabajito, dice."
238,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0042.wav,el número,
239,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0044.wav,dos por uno,La.
240,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0045.wav,por dos igual a cuatro,"bueno, a cuatro."
241,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0046.wav,y este tres,Esto tres.
242,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0047.wav,dos mas,dos más.
243,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0048.wav,por dos por dos por dos,Por. Bueno.
244,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0049.wav,si ponemos dos por,
245,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0050.wav,se van a confundir aquí,
246,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0051.wav,o sea cada quien haga uno no,"ya no sé a quién, a cada uno."
247,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0052.wav,si porque porque hablan español,"que no, que no."
248,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0053.wav,sino ya estuvieramos haciendo,Mira. Esperamos la tienda.
249,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0055.wav,por eso,
250,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0057.wav,doce es el mas fácil para mi,No. Sé que es más fácil para mí.
251,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0058.wav,trece uno uno cero cero uno,trece uno uno cero cero cero
252,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0059.wav,el quince,
253,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0060.wav,son todos prendidos,son todos tranquilos.
254,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0061.wav,me lo se todo,Los de todos.
255,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0062.wav,yo me los se de memoria,yo me lo sé de memoria.
256,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0063.wav,uno uno cero uno uno cero,"uno uno. Pero yo no, No, no."
257,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0064.wav,lo último es todo prendido,del todo medio.
258,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0065.wav,porque te borras,porque tengo razón.
259,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0066.wav,es uno uno cero,"yo No, no, no."
260,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0067.wav,uno uno uno cero,uno uno uno cero
261,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0068.wav,uno uno cero,uno cero
262,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0069.wav,porque ocho mas cuatro doce,porque ocho más para todos.
263,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0070.wav,mas dos,
264,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Apr12-D-Chaitu_q2_03-05_Spanish_0071.wav,catorce,catorce.
265,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0001.wav,pon los paréntesis,En los paletos.
266,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0002.wav,paréntesis,paréntesis.
267,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0003.wav,que entendistes de aquí,que entendiste.
268,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0004.wav,ecuaciones,Pues yo he
269,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0006.wav,tu las haces,las gracias.
270,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0010.wav,número,
271,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0011.wav,un nombre,
272,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0012.wav,flores,Lore.
273,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0014.wav,esto,
274,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0015.wav,lo pusiste mal,no puedo más.
275,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0017.wav,aplastarle este,plantarles.
276,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0018.wav,hola,
277,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C2L1P-Mar08-D-Chaitu_q2_04-05_Spanish_0021.wav,me va a quitar,que va a quitar.
