path,transcript,azure
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_070.wav,what is your name,What is your name?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_133.wav,ten plus ten plus ten,10 + 10 + 10.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_02-05_English_074.wav,binary,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_015.wav,so the first zero have four zeros,So the first zero has four zeros.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_04-05_English_030.wav,power exactly i wanna ask,"Yeah, exactly."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_054.wav,any of these red letters,Any of these red letters?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_02-05_English_071.wav,tell her to put it here and then all three can,Turning to put it here and then all three.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_009.wav,watch a movie,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_028.wav,the mario,The Mario
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/IS-C1L1P_Apr27_Jose_01-01_English_005.wav,the zeros and ones,The zeros and ones.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_169.wav,ohh okay,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_03-05_English_002.wav,zero is one okay and then this one mean,"OK, and then this one means."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_057.wav,zero zero,00
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_030.wav,so this is having only hi,So this is having only.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_035.wav,look is this one,Look is this one.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_02-05_English_072.wav,binary numbers okay,My name is Jeff.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_03-05_English_017.wav,minus two point one right yeah,One day
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_006.wav,raspberry pi,Raspberry Pi.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_141.wav,what is this,What is this?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_009.wav,so if everything is one everything is white ok,"So if everything is one, that means everything is white turned on."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_02-05_English_024.wav,and then theyre gonna change c here they change the value of the computer number,And then they gonna change. See here they they change the value of the computer number.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_04-05_English_116.wav,is going to do,He's going to do.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_023.wav,how do we list,How do we list?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_036.wav,jupyter notebook,Jupiter notebook
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr11-C-Phuong_q2_03-05_English_020.wav,column three is here,2003 is here.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr11-C-Phuong_q2_02-05_English_007.wav,which one is the biggest number here,Which one is the biggest number in here?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_100.wav,forty five,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_084.wav,two to the power,22
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_02-05_English_049.wav,base ten blocks,Base 10
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_038.wav,hi blue,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_056.wav,the sixteen remember,The 16 remember.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_113.wav,the opposite,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_008.wav,one,1.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_04-05_English_054.wav,ah what is right,What is right?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_02-05_English_013.wav,what is the number what is a computer number,What is the number? What is the computer number?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_012.wav,to print both of them,To print both of them.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_021.wav,would be what,Es bueno.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_094.wav,why is equal to ten,Y is equal to 10.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_017.wav,so go ahead,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_04-07_English_005.wav,we cant do h either,We can do.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_03-05_English_027.wav,no copy,No coffee.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_05-05_English_004.wav,so two two probably still darker,Where do I go for 2/2? Probably still darker?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_02-05_English_040.wav,and them the number fill every single file,And then the number fill every single.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_04-05_English_011.wav,okay so thats a simple one,"OK, so that's a simple one."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_083.wav,so complicated,So complicated.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/IS-C1L1P_Apr27_Jose_01-01_English_006.wav,like multiplying the numbers,Like multiplying the numbers.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_097.wav,press enter,Presidente.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_04-05_English_009.wav,he has the abacus,Fijas de abba.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_04-05_English_041.wav,you see it go zero one zero one zero one right for this goes for this column right here it goes zero zero one one,010101 right for the this role for this column right here it goes 0.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_04-05_English_025.wav,no because i need a,"Well, because I need."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_088.wav,to help him solve,To help him so.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_04-05_English_026.wav,i need a desk,I need a visa.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_150.wav,its very hard,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Feb23-B-Shelby_02-06_English_098.wav,the few sessions,The new session.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_116.wav,it should be uppercase,It should be applied.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_03-05_English_007.wav,black is zezo,Black is 0.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_03-05_English_009.wav,this one,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_081.wav,to do that,To do that?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_04-05_English_032.wav,you need another talent you wanna show,You know the pattern you wanna show?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_069.wav,how about you guys explain,How about you guys explain?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_163.wav,i dont know what it would be i just know that,What would you want to stop at now?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_105.wav,go ahead and do it,Recoger en.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_02-05_English_026.wav,so now we go back and we compare it again,So then now we go back and we compare it again.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_001.wav,favorite color,Febrero calar.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_096.wav,right here,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_045.wav,and then session two,And then season 2.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_02-05_English_081.wav,okay,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_113.wav,yeah the binary,"Yeah, but binary."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/IS-C1L1P_May06_Draven_01-01_English_015.wav,the numbers,The numbers.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_095.wav,and i got seventy nine,Luego Sabina.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_043.wav,your sisters age,Your sister's name.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_03-05_English_000.wav,oh ms as an miss,Ohh Miss Ohsa niece.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_02-05_English_002.wav,okay so,So.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr11-C-Phuong_q2_01-05_English_007.wav,one one one,Where are you going?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_097.wav,if i change this what is gonna happen,"If I change this, what is going to?"
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_093.wav,the thirty two,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_02-05_English_039.wav,ten to ten to zero to black,The 9:50 to zero to black.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_022.wav,the next one,How many the next one?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_090.wav,whatever you tell it to do,Whatever you tell it to do.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_042.wav,forget it,¿Por qué?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_024.wav,is because once you get into hexa,Is because once you get into hexa.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_04-05_English_001.wav,we need a paper and we need two partners to play this game,When your paper and we need two partners and to play this game.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_036.wav,one more week,One more week.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_152.wav,it says to,This is.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_030.wav,paper i used for this,Paper used for this.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_02-05_English_019.wav,awkward,Victor Victor Sanchez
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_124.wav,whatever you are giving,Whatever you are.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_02-05_English_030.wav,oh i guess we are off a little bit so i guess zero would be this one,"Oh well, I guess where we're off a little bit. So I guess 00 would be this one."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_04-05_English_043.wav,zero zero zero zero one one one one,0001111
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_041.wav,i dont remember the names,I don't remember the name.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_02-05_English_046.wav,so then when you look at this everything is in base ten right hmmm if you want to put another one then it is gonna be that so this one is five ten cubed,"Se dan no es cierto, porque los débitos de mi clase."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Feb23-B-Shelby_02-06_English_016.wav,nice to meet you,Nice to meet you.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_050.wav,control plus,Control plus.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_090.wav,so now what i did,So now what I did?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_04-05_English_119.wav,he was going to,Or less than.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr11-C-Phuong_q2_03-05_English_019.wav,so in order to get here is row three column three now i want to change this to black watch,So in order to get here is rosary column three OK if I want to change this to Black Watch?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/IS-C1L1P_Apr27_Mathew_01-01_English_008.wav,you tell me,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_048.wav,on desktop we have,On desktop we have.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_036.wav,black is zero zero okey,The black is 00 OK.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/IS-C1L1P_Apr27_Jose_01-01_English_009.wav,do all the kinds of programming,Do all kinds of programming.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_052.wav,control and then this,Control and then this.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_019.wav,what is going to happen,What is going to?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_072.wav,computer is asking you to give an input,Computer is asking you to give an inch.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_002.wav,no six four,"El papel, no sé covelina."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_04-05_English_099.wav,three plus two is what,Triple turismo.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_05-05_English_001.wav,thats interesting one two three,"Well, that's interesting 123."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_02-05_English_062.wav,ten digits,Certain.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_104.wav,y equals ten,Guay.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_133.wav,since i typed this,Since I have typed this.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_04-05_English_055.wav,five nine five nine,5959
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_092.wav,green color,Bengala.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_172.wav,the computer,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_034.wav,and here,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_04-07_English_009.wav,hectors gonna get the e c,Hector's going to get the icy.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_04-05_English_151.wav,is equal to three,Ese color.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/IS-C1L1P_May06_Draven_01-01_English_010.wav,two fifty five,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_04-05_English_207.wav,what if i give,What if I give?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_005.wav,two thirty seven minus one,Two to the 7 - 1.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_096.wav,so whatever you type here,So whatever you type here.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/IS-C1L1P_May11_Angelina_01-01_English_001.wav,sure that is working,Sure that it's working.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_059.wav,so whats that,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_035.wav,a through c,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_030.wav,what are those,Cuadros.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_04-05_English_157.wav,i was like,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_04-07_English_024.wav,and one is white,In one's life.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_007.wav,and everything like that,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_04-05_English_150.wav,its not going to change right,It's not going to change.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_083.wav,whatever you type here,Whatever you type here.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_006.wav,integer number,Integer.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_027.wav,what did we learn,What do we learn?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_147.wav,fifty thousand multiplied by fifty thousand,"50,000 * 53."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_04-07_English_029.wav,alright thanks,Alright thanks.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_103.wav,okay ill go for you,Fue algo frío.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_089.wav,what is gonna happen,What is going to happen?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Feb23-B-Shelby_02-06_English_106.wav,show everybody,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_04-05_English_021.wav,biggest two digit they can use right,"The biggest 2 digit they can use, right?"
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_029.wav,two values,Tú vales.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_06-07_English_027.wav,letters and numbers,Letters and numbers.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_022.wav,and the color you picked,In the color you pick.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_093.wav,what is gonna print,What it's going to print?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_005.wav,fifty nine,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/IS-C1L1P_May06_Draven_01-01_English_003.wav,on the graph,On the graph.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_131.wav,ten into one,10 into 1.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-D-Chaitu_q2_04-05_English_000.wav,the row is aaa four,The roadway is 4.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_077.wav,sixteen minus six,¿Y si me dices?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_004.wav,one one,11
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_080.wav,to know that,To know that.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_099.wav,the second one,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_062.wav,and you put hello,And you pull hello.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_03-05_English_039.wav,they need to give us the other book yeah,You need to give us.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_008.wav,this is only,This is only.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_02-05_English_023.wav,no yes,No yes.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C1L1P-Apr06-E-Irma_q2_03-07_English_052.wav,group in fours,Groupon for.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Feb23-B-Shelby_03-06_English_367.wav,for example,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_02-05_English_027.wav,so are these ones the same are these two different,So is this one the same? Are these two different things?
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_136.wav,think of very complex,Think of very complex.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_02-05_English_018.wav,ten or two nine,10 or 2929.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C3L1P-Apr04-C-Phuong_02-05_English_001.wav,i got two,Sobre eso.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Apr19-A-Allan_q2_04-05_English_031.wav,no is five five,"No, it's 55."
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_111.wav,they ask you the number and you put the number,They asked you the number and you put the name.
