c1	PER 	WER	Target IPAs	Predicted IPAs
263	0.6296	1.0000	e_s_t_e s_ɛ_ɾ_ɔ s_i_ɡ_n_i_f_i_k_a a_p_a_ɣ_a_ð_o		t_ɛ b_ɛ_ɾ d_a p_a_ɾ_a
264	0.6552	1.0000	i e_s l_o k_e u_s_a l_a k_ɔ_m_p_u_t_a_ð_ɔ_ɾ_a		k_ɛ_l_a ɛ_n_s_b_a a_a_k_a_p_o_u_ð_ɛ_ɾ_a
265	0.7188	1.0000	i a_ɔ_ɾ_a t_u d_i_l_e a_l_e_x_a_n_d_ɾ_o d_e e_s_t_o		ʝ_a ɔ_ɛ u_β_i_β_e_a_m_ɛ_ɾ r_a_n_o_u_β_e_s
266	0.7273	0.8750	d_o_s a l_a p_o_t_ɛ_n_s_j_a d_e s_ɛ_ɾ_ɔ s_ɔ_n u_n_a		a ɡ_a_ð_ɛ l_a b_o_t_e  a_s_e_ð_o e_β_a
267	0.6429	0.8571	a l_a p_o_t_ɛ_n_s_j_a d_e d_o_s s_ɔ_n d_o_s		o_a l_a b_o_e_s b_a k_o_t_o_ð_o
268	0.8000	1.0000	p_ɛ_ɾ_ɔ e_l l_o k_e k_j_ɛ_ɾ_ɛ s_a_β_ɛ_ɾ		a_e_a_ɾ_o ɛ_r_a_e a_β_ɛ_s a d_e_a
269	0.5769	1.0000	s_e s_u_m_a k_a_ð_a n_u_m_ɛ_ɾ_ɔ k_e b_e_s		k_e t_o_ɣ_a t_ɾ_a_t_u b_ɾ_o_k_e ɾ_e
270	0.9375	1.0000	e_s_t_o e_s l_o k_e d_a		ɾ_a_e
271	0.6538	0.8333	i e_s u_n p_ɾ_ɛ_n_d_i_ð_o i a_p_a_ɣ_a_ð_o		 e_s t_ɛ_ɾ l_e a a_ð_a_ɾ_a
272	0.8571	1.0000	p_ɾ_ɛ_n_d_i_ð_o s_i_ɡ_n_i_f_i_k_a k_e		e_k_ɛ_a_t_e
273	0.8125	1.0000	i a_p_a_ɣ_a_ð_o p_o_s n_o		ɛ_ɾ_b_a a_o_m u_ð_a
274	0.6154	1.0000	o s_e_a s_i k_ɛ_ɾ_ɛ_m_o_s a_s_ɛ_ɾ d_o_s_e		f_ɛ_ɾ k_ɛ_ɾ_e_o_s s_e_t_o_ð_e
275	0.6857	1.0000	k_i_t_a_m_o_s l_o_s d_o_s n_u_m_ɛ_ɾ_ɔ_s m_a_s ɡ_ɾ_a_n_d_e_s		t_a_ɣ_o ɔ_l_o β_ɔ_ɾ_m_a_l_b_a_ð_e 
276	0.7500	1.0000	t_ɾ_eɪ_n_t_a i d_o_s		n_e e_ð_o
277	0.5600	0.8333	i o_tʃ_o m_a_s k_w_a_t_ɾ_o s_ɔ_n d_o_s_e		i o_a_t_u_m_a_ɾ p_ɾ_a_p_ɛ_ɾ_o t_ɛ_n d_ɔ_r_l_a
278	0.7778	1.0000	e_s_t_e i e_s_t_e i a_p_a_ɣ_a_m_o_s l_o_s ɔ_t_ɾ_o_s d_o_s		ɛ  a k_e d_ɔ_ɾ_a_d_e_l e d_e_t_o
279	0.6818	0.9000	o_tʃ_o m_a_s k_w_a_t_ɾ_o b_a a s_ɛ_ɾ d_o_s_e s_i m_e ɛ_n_t_j_ɛ_n_d_e_s		o u_o b_a_t_ɾ_a e a t_e_t_o l_e_l_j_e_e_ɾ_o
280	0.8519	1.0000	a_k_i t_a_m_b_j_ɛ_n a_β_a_x_i_t_o t_e d_i_s_e		n_e_d_o_k_o_a b_e_l d_i_t_i_u_n_b_l_ɛ_n_s_oɪ e
281	0.8889	1.5000	e_l n_u_m_ɛ_ɾ_ɔ		ɛ_ɾ e_b_e_a a
282	0.7568	1.1667	a_l_e_x_a_n_d_ɾ_o t_e e_s_t_a b_j_ɛ_n_d_o l_a r_e_s_p_w_e_s_t_a		o a_ɛ_ɾ_a l_e_o β_a_i_ɛ r_a_ɾ_l_a a_ɾ ɛ_n_ð_a_d
283	0.9091	1.0000	d_o_s p_ɔ_ɾ u_n_o		o_a t_o_a_ɣ_o ɡ_a
284	0.7727	1.0000	p_ɔ_ɾ d_o_s i_ɣ_w_a_l a k_w_a_t_ɾ_o		  e_ɾ_a_s o_t_o
285	1.0000	1.3333	i e_s_t_e t_ɾ_e_s		k_ɔ_ɔ_a k_j_ɛ u b_o_e_s
286	1.1429	1.5000	d_o_s m_a_s		ɛ r_a_o n_o_a
287	0.6957	1.0000	p_ɔ_ɾ d_o_s p_ɔ_ɾ d_o_s p_ɔ_ɾ d_o_s		f_w_o_ɾ l_o a_ɡ_ɔ_ɾ_ɔ a_a_n_o_d_o_a
288	0.7778	1.0000	s_i p_o_n_e_m_o_s d_o_s p_ɔ_ɾ		a m_a_s m_e_l_ɔ o
289	0.7727	1.0000	s_e b_a_n a k_ɔ_m_f_u_n_d_i_ɾ a_k_i		j_a a_ɾ_a_ɾ u_n_d_u_m_a ɾ_ɛ ʝ_j_e
290	0.5385	0.8571	o s_e_a k_a_ð_a k_j_ɛ_n a_ɣ_a u_n_o n_o		o_k_a o_s_a k_ɛ_ɾ a_ɣ_a oɪ_s d_o_e_o
291	0.8571	1.8000	s_i p_ɔ_ɾ_k_e p_ɔ_ɾ_k_e a_β_l_a_n e_s_p_a_ɲ_ɔ_l		b_e a ɔ a ɛ_ɾ_ɔ l_a_n_a n_ɔ_ɾ_o a_n_o_a r
292	0.7143	1.5000	s_i_n_o ʝ_a e_s_t_u_β_j_ɛ_ɾ_a_m_o_s a_s_j_ɛ_n_d_o		b_e e_a e a_ɔ_ɾ_a a_l_a d_e_n_a
293	0.7083	1.0000	p_o_s s_i p_o_s s_i b_oɪ a b_e_n_i_ɾ		ɔ l_a_ɔ_n_a_o d_a b_e_n_i_l_o
294	0.5714	1.0000	p_ɔ_ɾ e_s_o		ɔ_ɾ_ɛ_ð_o
295	0.8571	3.0000	k_a_l_m_a_ð_o		m_a r_ɔ a_o
296	0.5357	1.0000	d_o_s_e e_s e_l m_a_s f_a_s_i_l p_a_ɾ_a m_i		n_o s_a ʝ_a l_a a_i_p_a_ɾ_a u
297	0.7407	1.3333	t_ɾ_e_s_e u_n_o u_n_o s_ɛ_ɾ_ɔ s_ɛ_ɾ_ɔ u_n_o		b_e_ð_e e u_n d_o l_i_o p_e_o_e_l d_e_l_u ɾ_l_e
298	0.2500	0.5000	e_l k_i_n_s_e		e_l k_ɛ_n_d_e
299	0.6842	1.0000	s_ɔ_n t_o_ð_o_s p_ɾ_ɛ_n_d_i_ð_o_s		t_ɔ_n d_o t_ɾ_a_ɔ
300	0.4615	0.7500	m_e l_o s_e t_o_ð_o		o l_o d_e d_a_o
301	0.6087	1.0000	ʝ_o m_e l_o_s s_e d_e m_e_m_ɔ_ɾ_j_a		n_a a_l_o_s d_e_e ɾ_a b_w_oɪ_a 
302	0.9600	1.5000	u_n_o u_n_o s_ɛ_ɾ_ɔ u_n_o u_n_o s_ɛ_ɾ_ɔ		f_u_l n_o ɔ_n_l_a a_t_a_ð_o o_ɣ_ɾ_a b_u l_o a_k_a n_o
303	0.9231	1.0000	l_o u_l_t_i_m_o e_s t_o_ð_o p_ɾ_ɛ_n_d_i_ð_o		e_n_ɔ_ɾ β_a_r_a_β_ɔ
304	0.5000	1.0000	p_ɔ_ɾ_k_e t_e b_ɔ_r_a_s		p_o_l_e t_a_ɔ_r_a_a
305	0.6000	1.2500	e_s u_n_o u_n_o s_ɛ_ɾ_ɔ		e d_o n_o u_n_a b_e
306	0.6875	1.0000	u_n_o u_n_o u_n_o s_ɛ_ɾ_ɔ		k_o_l_o m_u_n_ɔ b_u_n_ɔ b_a_n
307	1.1667	1.6667	u_n_o u_n_o s_ɛ_ɾ_ɔ		n_o_o_ɔ l_a ɔ_a_n_a β_a l_o_ɔ
308	0.6800	1.4000	p_ɔ_ɾ_k_e o_tʃ_o m_a_s k_w_a_t_ɾ_o d_o_s_e		p_o k_e a_ɔ a o_a_m_a k_o_t_o_ð a_ɣ_a
309	0.7143	1.0000	m_a_s d_o_s		a_ð_o
310	1.1429	3.0000	k_a_t_ɔ_ɾ_s_e		a_t_ɔ_ɾ ɾ_l_a ɛ_n
311	0.6667	1.0000	p_ɔ_n l_o_s p_a_ɾ_ɛ_n_t_e_s_i_s		ɔ_l a_s_b_a_ð_ɛ_e_o
312	0.8000	3.0000	p_a_ɾ_ɛ_n_t_e_s_i_s		ɛ_n ɛ_n d_ɛ_j_ɛ
313	0.6667	1.2500	k_e ɛ_n_t_ɛ_n_d_i_s_t_e_s d_e a_k_i		m_ɛ_ɾ ɛ_l d_i β_a_e_d_e a
314	0.8000	3.0000	e_k_w_a_s_j_o_n_e_s		ɛ s l_e_o
315	0.5833	1.0000	k_o_m_o s_e d_i_s_e		o m_e_l_i_n_e
316	0.8182	1.0000	t_u l_a_s a_s_e_s		ɛ_ɾ_a d_a_ð_o
317	1.2857	3.0000	k_a_l_m_a_t_e		o_e n_o_e_s ɛ
318	0.5000	1.0000	k_e e_k_i_p_o		e_k_i p_o
319	0.5000	1.0000	k_e		t_e
320	0.5000	2.0000	n_u_m_ɛ_ɾ_ɔ		o ɛ_ɾ_ɔ
321	0.5556	1.5000	u_n n_ɔ_m_b_ɾ_e		u l_o b_e
322	0.8333	2.0000	f_l_ɔ_ɾ_ɛ_s		n_ɔ l_ɛ_l
323	0.5714	2.0000	a_m_ɛ_ɾ_i_k_a		a m_i_l_a
324	0.5000	1.0000	e_s_t_o		o_t_o
325	0.7857	1.0000	l_o p_u_s_i_s_t_e m_a_l		ɔ_a b_j_e_d_ɔ_l_m_a_l_a
326	1.0000	1.0000	k_e		ɛ_ɾ
327	0.7333	2.0000	a_p_l_a_s_t_a_ɾ_l_e e_s_t_e		o p_e_ɣ_ɔ_ɛ_ɾ l_e d_e
328	0.3333	1.0000	o_l_a		ɔ_l_a
329	1.0000	1.0000	d_i_l_e		u
330	0.7500	1.0000	d_i_l_e		e
331	0.6923	1.0000	m_e b_a a k_i_t_a_ɾ		n_u b_a_l_k_e_d_e
332	0.5000	1.0000	l_e d_i_x_i_s_t_e k_e k_i_t_a_ɾ_a		t_e n_s_t_e_k_e_t_a a
333	0.7778	3.0000	b_a_ɾ_s_e_l_o_n_a		o_s b_e ɔ_l_a
334	1.0000	1.0000	k_e		ɛ
335	0.5000	0.6667	k_e p_a_s_o a_i		k_e t_a r
336	0.5455	1.0000	k_w_a_n_d_o d_i_s_e		a_l_d_o e_s
337	1.0000	1.0000	o_l_a		ɔ_ɾ
338	0.6154	1.0000	a_i a_β_a_x_o d_i_s_e		a a d_a_β_o
339	0.5714	2.0000	a_p_w_e_s_t_a		a_m_b_w_e_s l_a
340	0.7500	2.0000	tʃ_i_β_a		k_i p_a
341	0.7143	2.0000	ɡ_a_n_a_ð_ɔ_ɾ		a d_a_ɔ
342	0.6000	1.0000	t_u_j_j_o		t_u_n_i_a
343	0.8571	1.0000	i l_u_e_ɣ_o		e ð_o_ɔ
344	0.5714	1.5000	i l_u_e_ɣ_o		i_e d_e_ð_o 
345	1.0000	1.0000	t_o_ð_o		ð_ɔ_ɾ
346	1.0000	1.0000	t_j_e_n_e		r_ɛ_ɾ
347	0.7273	2.0000	s_i_ɡ_n_i_f_i_k_a_ð_o		u_n_u k_a
348	0.6000	2.0000	x_u_n_t_o t_o_ð_o		 b_u_n d_ɛ_t_o 
349	0.6250	2.0000	ɡ_a_n_a_ð_ɔ_ɾ_a		a_t_a_o a
350	0.8333	1.0000	k_e s_i a_β_l_a_β_a		 ʝ_o ɣ_o_a
351	1.0000	2.0000	i_ŋ_ɡ_l_ɛ_s		ɛ b_e_β_ɔ
352	1.0000	1.0000	k_o_m_o		ɛ_ɔ
353	1.0000	1.0000	k_o_m_o		t_ɔ
354	1.0000	1.0000	k_e b_a a p_a_s_a_ɾ		o_t_o
355	0.6923	0.7500	l_o k_e e_s_t_a a_i		l_o b_u_β_a
356	0.8000	1.0000	x_e_n_j_o		e
357	0.6250	1.0000	l_o k_e b_a a p_a_s_a_ɾ		l_o_n t_a_β_a_β_a
358	0.8182	1.0000	k_w_a_n_d_o d_i_s_e		a ð_a_m_ɛ_l_e
359	1.2500	2.0000	e_k_i_s		ɛ_l d_e_s
360	0.1667	0.6667	t_ɾ_e_s m_a_s d_o_s		ɾ_e_s m_a_s i_d_o_s
361	0.6250	3.0000	ɛ_n_t_ɔ_n_s_e_s		a_n d_o_e_s 
362	0.5714	1.0000	l_a e_k_i_s		a ɛ_ɣ_i_d
363	0.6667	2.0000	s_i_ɡ_n_i_f_i_k_a		s_e u_t_k_i_a_a
364	0.3333	1.0000	u_n_o		u_n_a
365	0.7857	1.0000	b_a a p_o_n_ɛ_ɾ u_n_o		m_a b_ɔ_ɾ_a_ɾ_ɔ_o l_a
366	0.8571	1.0000	i s_i_n_k_o		o_ɾ_i_s_j_o_ɣ_o
367	0.8462	1.0000	k_e b_a a p_a_s_a_ɾ		a_a
368	0.7083	0.8333	t_e b_a a d_a_ɾ l_a r_e_s_p_w_e_s_t_a		ɾ_o_a a e_a_s d_e_ɣ_ɔ
369	0.6667	1.0000	p_ɛ_ɾ_ɔ k_e b_a a p_a_s_a_ɾ		o_k_e a_p_e_β_a
370	1.0000	1.0000	p_u_s_o		a_p_ɔ_ɾ
371	0.8000	2.0000	s_i_n_k_o		o ɛ_ɡ_o
372	0.6667	1.0000	l_a r_e_s_p_w_e_s_t_a		ɔ r_e_t_o
373	0.5000	1.0000	ɔ_n_s_e		ɔ_n
374	0.8125	1.0000	s_i t_j_e_n_e l_a e_k_i_s		 e b_a
375	0.7692	1.0000	b_a a s_ɛ_ɾ i_ɣ_w_a_l o d_i_f_ɛ_ɾ_ɛ_n_t_e		k_a_p_a_ɣ_a l_a_ɾ
376	1.0000	1.0000	t_u		u_ɾ
377	0.7000	2.0000	l_o d_e_x_a_s_t_e		ɔ e ð_e t_e
378	0.7500	1.0000	s_ɛ_ɾ_ɔ		s_e_l
379	0.0000	0.0000	n_o		n_o
380	0.4000	3.0000	n_u_n_k_a		n_o  k_a
381	0.6000	1.0000	i s_eɪ_s		i_t_eɪ
382	0.5385	1.4000	p_ɛ_ɾ_ɔ k_j_ɛ_ɾ_ɛ_s ʝ_e_ɣ_a_ɾ a_l n_w_e_β_e		ɛ_ɾ_o k_j_ɾ_ɛ e_l ʝ_e_ð_a_ɾ a u_n_e ɛ_ŋ_d
383	0.4444	1.5000	m_e_n_o_s u_n_o		m_e_n_o o_s s_u_u_o
384	0.7143	1.6667	d_j_e_s m_e_n_o_s u_n_o		d_j_ɛ_ɾ_ɔ  e_n e_s_ɛ_ɔ n_a_o
385	1.2857	2.0000	e_k_s_a_k_t_o		e_l d_ɾ_ð_a_ɾ_d_a_β_o
386	1.3750	4.0000	ɛ_n_t_ɔ_n_s_e_s		ɛ_n n_a_l_ɔ a e_s_d_ɛ_ɾ_ɛ
387	0.4848	1.0000	l_a k_ɔ_m_p_u_t_a_ð_ɔ_ɾ_a s_j_e_m_p_ɾ_e b_a a p_a_ɾ_a_ɾ		 a k_o_m_p_u a_r_ɛ_ɾ_a_s d_ɛ_ɔ_n_t_ɾ_e a_p_a_ɾ_a
388	0.3750	1.5000	k_e k_j_ɛ_ɾ_ɛ		e j_ɛ_ɾ 
389	0.8571	1.0000	s_i p_ɔ_ɾ e_x_e_m_p_l_o		e_i_w_e ɛ_n_t_e_ɛ
390	0.7143	1.0000	s_i t_u k_j_ɛ_ɾ_ɛ_s k_e ʝ_e_ɣ_e a_l d_j_e_s		ɛ d_a n_ɲ_ɛ_n_ɛ_l_l_e l_a b_ɛ_ɾ
391	0.7200	1.0000	k_e b_a a ʝ_e_ɣ_a_ɾ ɛ_n e_l n_w_e_β_e		ɛ a_i l_a ɾ_ɛ_l_ɛ_l  ɛ
392	0.7586	1.0000	s_i k_j_ɛ_ɾ_ɛ_s k_e ʝ_e_ɣ_e a_l b_eɪ_n_t_i_s_ɛ_i		o_t_e k_i a_e b_ɛ_n_i_u_ɾ_e_a
393	0.6667	0.8333	b_a a p_a_ɾ_a_ɾ ɛ_n e_l b_eɪ_n_t_i_s_i_n_k_o		ɔ a b_a_ɾ_e r_e_n_e b_e_ɛ_n_ɾ_j_ɛ_n p_e
394	0.6250	1.0000	s_i p_o_n_e_s		s_i_ɣ_w_e_a
395	0.7200	1.0000	s_i p_o_n_e_s ɔ_n_s_e i k_j_ɛ_ɾ_ɛ_s k_e		i_ɣ_o a_s_a b_e d_ɛ_n m_ɛ_ɾ_a_r_e
396	0.4286	1.0000	k_e k_aɪ_ɣ_a		e t_eɪ_ɣ_a
397	0.4545	1.0000	ʝ_a ɛ_n_t_ɛ_n_d_j_ɔ		a t_ɛ_n_b_j_a
398	0.6667	1.0000	p_ɔ_ɾ k_e		ɔ_k_ɛ
399	0.8000	1.0000	ʝ_a s_e t_e ɔ_l_β_i_ð_o		a p_ɛ_n_ɡ_ɛ_ɾ_m_i_ɾ_a
400	0.5000	1.0000	p_ɔ_ɾ k_e		ɔ k_ɛ
401	1.0000	1.0000	e_s_t_e		ɛ_k_ɛ
402	0.7273	2.0000	t_j_e_n_e_s d_j_e_s		i_ɛ a a b_i_e_s
403	0.6875	1.2857	m_e_n_o_s u_n_o i k_j_ɛ_ɾ_ɛ_s ʝ_e_ɣ_a_ɾ a n_w_e_β_e		i_e a u_s_o l_aɪ_e_ɣ_j_ʝ_ɛ ɾ_e ʝ_e o ɛ_ɾ_a_ɾ_o 
404	1.1429	1.0000	k_e p_a_s_a		e_l_t_o_a a_s_t_e
405	0.6923	1.0000	ʝ_o t_e d_i_x_e k_e		e b_e_n_i_β_i_k_i
406	0.8000	3.0000	i_m_p_a_s_j_ɛ_n_t_e		ɛ_n_b_a t_ɛ_n_o d_e
407	0.5000	1.0000	i_ɣ_w_a_l ʝ_o		i_ɣ_o a_l_j_j_o
408	1.5000	7.0000	a_l_e_l_u_j_j_a		ɔ ɔ_l e i_n u u ʝ_a
409	0.9000	1.0000	ʝ_o l_e d_i_x_e		ɛ_ɾ_ɛ e_l_ɣ_j_i_d
410	0.7143	2.0000	p_j_ɛ_n_s_ɛ_n		o ɛ_n_k_o_ɛ
411	0.5263	1.0000	k_w_a_n_t_o e_s t_o_ð_o e_s_t_o		a_o_l p_o_ð_o e_s_a
412	1.0000	1.5000	n_o b_e_o		o ɔ_ɾ_i e_a_o
413	0.7500	1.0000	m_i_ɾ_a		a_ɣ_a
414	0.7500	4.0000	a_t_ɛ_n_s_j_ɔ_n		a_n_a s l_a 
415	0.7000	1.0000	p_ɔ_ɾ_k_e l_u_e_ɣ_o n_o s_a_β_e_s		i e_l_a_ɣ_a_n o_s d_a_ð_ɛ_s
416	1.3333	3.0000	u_n_o		o u_o n_o
417	0.5556	1.0000	k_w_a_n_t_o_s aɪ p_a_ɾ_a a_k_a		w_a_n l_o_s b_ɛ_ɣ_a_ɾ_a_t_ɔ
418	0.3750	1.0000	s_ɔ_n ɔ_n_s_e		ɔ_n a_n_d_e
419	0.5714	1.5000	u_n_o d_o_s		ɔ_o ɔ_r_s 
420	0.5714	1.6667	o_tʃ_o n_w_e_β_e d_j_e_s		u_tʃ_o d_u_ɔ e n_s 
421	0.0000	0.0000	n_o		n_o
422	0.6207	1.0000	n_o d_i_x_i_s_t_e k_e e_s_t_o_s ɛ_ɾ_a_n ɔ_n_s_e		t_o_n_ʝ_e_s_e p_ɾ_e k_e p_e s_e ɾ_a_ɾ_a n_s_e
423	1.0000	2.0000	u_n_o		o n_a_o
424	0.3333	1.0000	d_o_s		o_o_s
425	0.6842	1.0000	n_w_e_β_e d_j_e_s s_ɔ_n d_j_e_s		ɛ_e_j_j_e_s u_ɾ_e
426	0.5294	1.0000	s_ɔ_n d_j_e_s s_ɔ_n s_j_ɛ_n		ɔ_ɾ u_a_s d_a_n_b_j_ɛ_n
427	0.3846	1.3333	d_j_e_s p_ɔ_ɾ ɔ_n_s_e		i e_s_t_ɔ_ɾ ɔ s_e
428	0.8824	1.0000	d_j_e_s i d_j_e_s m_ɛ_n_s_o		e_k_i_l_a
429	0.4545	1.0000	p_ɔ_ɾ k_e m_i_ɾ_a		ɔ_ɾ k_a_n_ɾ_a
430	1.6667	3.0000	u_n_o		u m_o l_a
431	0.6667	1.0000	d_o_s		ɔ_o
432	1.0000	2.0000	t_ɾ_e_s		ɾ_ɛ e_ɾ
433	1.0000	1.0000	k_w_a_t_ɾ_o		ɔ
434	0.0000	0.0000	s_i_n_k_o		s_i_n_k_o
435	0.4211	0.7500	s_eɪ_s s_j_e_t_e o_tʃ_o n_w_e_β_e		s_ɛ k_ɛ_ɛ_ɾ_t_e o_tʃ_o ɛ_e_β_e
436	0.7600	0.8333	a n_o ɛ_n_t_ɔ_n_s_e_s s_i s_ɔ_n s_j_ɛ_n		a s_d_e_a_ɛ_ɾ b_i_o s_e
437	0.9091	2.0000	s_j_ɛ_n_t_o d_j_e_s		oɪ ɛ_n l_d_ɛ_ɾ_i_a_o 
438	0.8750	1.0000	r_a_p_i_ð_o k_e l_o p_o_ð_i_a_n a_s_ɛ_ɾ		a_n_r_ɾ_i_e_r_a b_e_l_a m_a_ɾ_a l_e ɛ_n_s_e_ɛ
439	0.8571	1.4000	e_s k_ɔ_n e_s_e k_ɔ_ð_i_ɣ_o a_k_i		ɛ_n_o_s d_e t_e_ð_o e d_i_ɾ_ɔ a k_o_m_ɔ
440	1.0000	1.0000	ɔ s_i a_i d_i_s_e		o a_s t_i_l_a ɛ_n_j_j_u_β_e
441	1.0000	1.0000	a_k_i		e_ɡ_d_i
442	0.7000	1.0000	a_i e_s_t_a l_a r_e_s_p_w_e_s_t_a		e_s e_ɾ_ɛ_r_e t
443	0.5238	0.8750	a b_ɛ_ɾ a_i ɛ_n_k_w_ɛ_n_t_ɾ_a d_ɔ_n_d_e e_s_t_a l_a r_e_s_p_w_e_s_t_a		a b_ɛ_ɾ_a ɛ_l r_ɛ_n_t_a_o_n ɡ_a_ð_a ɾ_e_t_e_n_a
444	0.6667	1.0000	o_tʃ_o		o_tʃ_ɛ_ɾ
445	0.7391	1.0000	d_ɔ_n_d_e e_s_t_a l_a r_e_s_p_w_e_s_t_a		ɛ_ɾ e k_a_n_a a_ɾ_k_a_t
446	0.6667	1.0000	a_k_i		β_i
447	0.3846	0.6667	d_j_e_s p_ɔ_ɾ d_j_e_s		l_i_e_s p_ɔ_ɾ b_i_s_e_s
448	0.5000	2.0000	ɔ_t_ɾ_a		ɔ_t_a_n 
449	0.8000	1.0000	i a_k_i		e_l k_e
450	0.6667	1.0000	p_ɛ_ɾ_ð_ɔ_n		ɛ_ɾ_l_a
451	1.0000	1.0000	k_e		ɛ_ɛ
452	0.8750	1.0000	p_ɾ_ɛ_n_d_i_ð_o		e_ɛ_ɣ_e_a
453	0.5000	2.0000	ɛ_r_ɔ_ɾ		ɛ r_ɔ_ɾ_o
454	0.6667	1.0000	k_j_ɛ_n s_e ʝ_a_m_a		o e i_e_a_l_a
455	0.7143	2.0000	m_a_t_ɾ_i_k_s		a a_k_i_a_s
456	1.3333	1.0000	e_s_o		ɛ_ɾ_e_s_w_a
457	0.5556	1.0000	s_e e_s_t_a p_o_n_j_ɛ_n_d_o m_e_ð_j_o r_a_ɾ_a		n_t_a_p_a_n_ɛ_n m_e_ɛ_r_a_a
458	0.9000	1.0000	s_i s_a_β_e k_e		ɛ_ð_a ɾ_e_n_ɛ
459	0.7500	1.0000	k_e ʝ_o k_e		i_o k_j_ɛ
460	0.7500	1.0000	ʝ_a ɛ_n_t_ɾ_ɔ ɛ_n s_e_l_o		ɛ ɾ_a_l_e_s d_e_r_ɛ
461	0.5769	1.0000	n_o s_e s_i t_e r_e_f_j_ɛ_ɾ_ɛ_s a e_s_o		l_o t_e e_ɛ_ɾ_o e_β_j_ɛ_ɾ e_s_ð_a e_s l_a
462	0.6875	1.0000	o a l_a ɔ_t_ɾ_a k_o_s_a		ɔ_ɾ_a u_t_a o_ɔ_ɾ_s_β_a
463	0.8462	1.0000	o s_e_a d_e e_s_t_o		ɔ_ɔ_a a_e_a_ɾ a_s a_r_ɔ
464	0.8000	1.0000	a o_k_eɪ		a a u_k_l
465	0.9091	1.5000	ɛ_n_t_ɔ_n_s_e_s s_i		ɛ_l d_ɛ_n_d_o e_s_b_i_ɾ
466	0.5714	1.0000	t_a b_ɔ_r_a_tʃ_o o k_e		a ɔ_r_a_β_e_o_a u
467	0.6667	1.0000	e_s_k_e ʝ_a ɛ_n_t_ɾ_a ɛ_n s_e_l_o		ɛ d_e_ɛ_n t_ɾ_ɛ_n_d_e_l a
468	0.7826	1.0000	d_e_l p_ɾ_i_m_ɛ_ɾ ɔ_m_b_ɾ_e k_e b_j_o		e_β_a e_n_ɛ_ɾ_a n_e_k_ɛ_ɾ_i_a
469	0.0000	0.0000	n_o		n_o
470	0.6429	1.3333	ɛ_n k_o_m_o a_ɣ_a_r_a_ɾ		e n_o_ɾ a β_a
471	0.2500	1.0000	f_i_l_a		i_l_a
472	0.7778	1.0000	k_w_a_n_t_a_s k_o_l_u_m_n_a_s aɪ		a b_a_ɔ u_ŋ_e_β_ɛ_ɾ
473	1.0000	2.0000	k_e		ɛ e
474	0.7500	2.0000	a_t_ɛ_n_s_j_ɔ_n		a_n_ʝ_j_o a
475	0.3636	0.6667	t_e k_i_t_o e_s_o		ɛ u_i_t_a e_s_o
476	0.6667	1.0000	p_j_ɛ_n_s_ɛ_n ɛ_n k_w_a_n_t_a_s		e_ɛ_n b_ɛ_n_ɾ_ɛ_l b_a_n_l_d_ɛ_ɾ
477	0.7143	2.0000	k_o_l_u_m_n_a		ɾ_a l_u_e_ɾ_n_a
478	0.7500	2.0000	f_i_l_a		i i_a
479	0.4000	2.0000	p_i_l_a_s		i l_a_s
480	0.2000	1.0000	p_i_l_a_s		i_l_a_s
481	0.6000	3.0000	f_i_l_a_s		aɪ l_a_tʃ_s 
482	0.6842	1.0000	e_s_k_e e_j_j_a d_i_x_o p_i_l_a		e_l_s_p_e_l_a_e d_i r_e_ɣ_b_i_l_e
483	0.5714	1.0000	k_w_a_n_t_o_s		ɔ_n_d_o_s
484	0.8571	2.0000	k_w_a_n_t_o_s		ɔ l_o
485	0.6667	1.0000	f_i_l_a_s i k_o_l_u_m_n_a		i l_o_s_e b_o_ð_u_o
486	0.0000	1.0000	e_s_t_e		e_s_t_e 
487	0.4000	2.0000	s_i_n_k_o		s_i u_n_k_o
488	0.8000	3.0000	s_i_n_k_o		i n b_o
489	0.3333	1.0000	p_ɔ_ɾ k_e		ɔ_ɾ k_ɛ
490	0.7778	1.2000	p_ɔ_ɾ k_e aɪ s_i_n_k_o a_k_i		ɔ ɛ_n d_e_a e_s j_n_u d_u_k_i
491	0.6923	1.0000	s_i_n_k_o i s_i_n_k_o		a_n_i_ɣ_i_i e_d_o 
492	0.5143	0.7500	a b_ɛ_ɾ d_ɔ_n_d_e e_s_t_a_n l_o_s s_i_n_k_o i s_i_n_k_o		a b_ɛ_ɾ d_o_n_i_t_a_ð_a_s_t_i_m_β_i_ɾ_i_n_k_o 
493	0.8000	1.5000	i a_k_i		ɛ_ɾ_a k_e 
494	0.0000	0.0000	n_o		n_o
495	0.6897	0.8571	i e_s_k_e s_e l_e a_p_a_ɣ_a e_l s_ɛ_ɾ_ɛ_β_ɾ_o		i t_e_ð_e_l k_a_e_β_e_k_o 
496	0.5556	1.0000	i k_w_a_l e_s		e ɣ_β_a_ɾ_ɾ_e_s 
497	0.5000	1.0000	d_e a_k_a a_β_a_x_o		ɾ_a_k_a_β_a_ð_o
498	1.0000	1.0000	k_e		j_ɛ
499	0.4500	1.0000	l_o e_s_t_oɪ a_s_j_ɛ_n_d_o m_i_ɾ_a		l_o u_t_u a u_m_n_n_o m_j_ɾ_a_a
