path,GT,bilingual
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_143.flac,not ten divided by two,10 / 2
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_104.flac,whatever you want to,what do you want
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_04-07_English_019.flac,i need help,I need a
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_049.flac,did you get it,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_108.flac,my brother and my mom,my brother and my mom
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_05-05_English_002.flac,do zero f,20-f
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_02-05_English_029.flac,row one two three etc,does Rogue one two three Etc
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_070.flac,what is your name,what is your name
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_133.flac,ten plus ten plus ten,10 + 10 + 2
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_074.flac,binary,Spider-Man
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_04-05_English_015.flac,so the first zero have four zeros,so the first zero has 40
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_030.flac,power exactly i wanna ask,exactly all of the
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_054.flac,any of these red letters,any of this red letters
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_071.flac,tell her to put it here and then all three can,so tell her to put it here and then all three
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_009.flac,watch a movie,watching
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_06-07_English_028.flac,the mario,Demario
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/IS-C1L1P_Apr27_Jose_01-01_English_005.flac,the zeros and ones,the zeros and ones
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_169.flac,ohh okay,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_03-05_English_002.flac,zero is one okay and then this one mean,and then
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_057.flac,zero zero,00
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_030.flac,so this is having only hi,Play This Is How We Roll
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_04-05_English_035.flac,look is this one,is this one
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_072.flac,binary numbers okay,binary numbers
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_03-05_English_017.flac,minus two point one right yeah,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_006.flac,raspberry pi,Raspberry Pi
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_141.flac,what is this,what is this
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_04-05_English_009.flac,so if everything is one everything is white ok,if everything is one that means everything is white
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_024.flac,and then theyre gonna change c here they change the value of the computer number,and then they going to change here they change the value of a number
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_04-05_English_116.flac,is going to do,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_023.flac,how do we list,how do we live
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_036.flac,jupyter notebook,jupyter notebook
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr11-C-Phuong_q2_03-05_English_020.flac,column three is here,3 is
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr11-C-Phuong_q2_02-05_English_007.flac,which one is the biggest number here,which one is the biggest number in the Earth
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_100.flac,forty five,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_084.flac,two to the power,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_049.flac,base ten blocks,FaceTime
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_038.flac,hi blue,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_056.flac,the sixteen remember,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_113.flac,the opposite,the opposite
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_04-05_English_008.flac,one,1
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_054.flac,ah what is right,what is rice
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_013.flac,what is the number what is a computer number,what it what is the number what is a computer number
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_012.flac,to print both of them,to bring both of them
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_021.flac,would be what,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_094.flac,why is equal to ten,ways to go.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_06-07_English_017.flac,so go ahead,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_04-07_English_005.flac,we cant do h either,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_03-05_English_027.flac,no copy,I need milk.
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_05-05_English_004.flac,so two two probably still darker,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_02-05_English_040.flac,and them the number fill every single file,and then the next pill every single day
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_011.flac,okay so thats a simple one,okay so that that's a simple
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_083.flac,so complicated,so complicated
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/IS-C1L1P_Apr27_Jose_01-01_English_006.flac,like multiplying the numbers,like multiplying the numbers
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_097.flac,press enter,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_009.flac,he has the abacus,because they have a
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_041.flac,you see it go zero one zero one zero one right for this goes for this column right here it goes zero zero one one,01014 zip code
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_025.flac,no because i need a,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_088.flac,to help him solve,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_026.flac,i need a desk,I need a ride
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_150.flac,its very hard,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_02-06_English_098.flac,the few sessions,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_116.flac,it should be uppercase,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_03-05_English_007.flac,black is zezo,black is zero
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_03-05_English_009.flac,this one,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_081.flac,to do that,to do that
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_032.flac,you need another talent you wanna show,you know the product you want to sell it
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_069.flac,how about you guys explain,how about you guys
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_163.flac,i dont know what it would be i just know that,I don't know what it would be I just found
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_105.flac,go ahead and do it,go ahead and do it
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_026.flac,so now we go back and we compare it again,now we go back and we compare it again
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_001.flac,favorite color,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_096.flac,right here,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_045.flac,and then session two,and then second
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_081.flac,okay,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_113.flac,yeah the binary,Yeah by binary
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/IS-C1L1P_May06_Draven_01-01_English_015.flac,the numbers,the numbers
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_095.flac,and i got seventy nine,79
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_043.flac,your sisters age,what is this Thursday
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_03-05_English_000.flac,oh ms as an miss,omit
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_002.flac,okay so,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr11-C-Phuong_q2_01-05_English_007.flac,one one one,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_097.flac,if i change this what is gonna happen,they change these what is going to happen
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_093.flac,the thirty two,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_02-05_English_039.flac,ten to ten to zero to black,the 2002 black
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_04-05_English_022.flac,the next one,the next one
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_090.flac,whatever you tell it to do,whatever you tell it to do
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_042.flac,forget it,forget
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_06-07_English_024.flac,is because once you get into hexa,because once you get into a text
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-D-Chaitu_q2_04-05_English_001.flac,we need a paper and we need two partners to play this game,bring up paper and we need to find a man to play Disney
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_06-07_English_036.flac,one more week,one more week
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_152.flac,it says to,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_06-07_English_030.flac,paper i used for this,paper used for
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_019.flac,awkward,call Peter
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_124.flac,whatever you are giving,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_02-05_English_030.flac,oh i guess we are off a little bit so i guess zero would be this one,oh well I guess we were off a little bit so I get it 200 would be this one
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_043.flac,zero zero zero zero one one one one,11 11
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_041.flac,i dont remember the names,I don't remember the name
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_046.flac,so then when you look at this everything is in base ten right hmmm if you want to put another one then it is gonna be that so this one is five ten cubed,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_02-06_English_016.flac,nice to meet you,take me to
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_050.flac,control plus,control
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_090.flac,so now what i did,so now what I did
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_04-05_English_119.flac,he was going to,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr11-C-Phuong_q2_03-05_English_019.flac,so in order to get here is row three column three now i want to change this to black watch,where is Rosemary 12:03 I want to change this to black watch
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/IS-C1L1P_Apr27_Mathew_01-01_English_008.flac,you tell me,you feel me
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_048.flac,on desktop we have,text David
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_04-05_English_036.flac,black is zero zero okey,black is 0 0 0 k
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/IS-C1L1P_Apr27_Jose_01-01_English_009.flac,do all the kinds of programming,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_052.flac,control and then this,control and then this
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_019.flac,what is going to happen,what is the
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_072.flac,computer is asking you to give an input,company is asking you to give an inch
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_04-05_English_002.flac,no six four,Northeast Georgia Motorsports
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_04-05_English_099.flac,three plus two is what,3 + 3
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-D-Chaitu_q2_05-05_English_001.flac,thats interesting one two three,nothing just sing 1 2 3
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_02-05_English_062.flac,ten digits,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_104.flac,y equals ten,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_133.flac,since i typed this,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_055.flac,five nine five nine,595 Village Lane
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_092.flac,green color,green color
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_03-06_English_172.flac,the computer,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_034.flac,and here,I'm here
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_04-07_English_009.flac,hectors gonna get the e c,Hector is going to get the IC
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_04-05_English_151.flac,is equal to three,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/IS-C1L1P_May06_Draven_01-01_English_010.flac,two fifty five,255
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_04-05_English_207.flac,what if i give,what do I do
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-A-Allan_q2_04-05_English_005.flac,two thirty seven minus one,7 - 1
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_096.flac,so whatever you type here,so what are your type
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/IS-C1L1P_May11_Angelina_01-01_English_001.flac,sure that is working,weather report
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_059.flac,so whats that,Woodstock
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_03-06_English_035.flac,a through c,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_030.flac,what are those,what are the
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_04-05_English_157.flac,i was like,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_04-07_English_024.flac,and one is white,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_007.flac,and everything like that,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_04-05_English_150.flac,its not going to change right,it's all going to change
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_083.flac,whatever you type here,whatever you type here
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_06-07_English_006.flac,integer number,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_03-06_English_027.flac,what did we learn,what do we learn
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_147.flac,fifty thousand multiplied by fifty thousand,50000 * 62
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_04-07_English_029.flac,alright thanks,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_103.flac,okay ill go for you,okay I'll go
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_089.flac,what is gonna happen,what is going to happen
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Feb23-B-Shelby_02-06_English_106.flac,show everybody,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C3L1P-Apr04-C-Phuong_04-05_English_021.flac,biggest two digit they can use right,biggest two digit they can do to it
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_02-05_English_029.flac,two values,Google
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_06-07_English_027.flac,letters and numbers,
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_022.flac,and the color you picked,in the color pink
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_01-05_English_093.flac,what is gonna print,what is going to bring
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_005.flac,fifty nine,15
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/IS-C1L1P_May06_Draven_01-01_English_003.flac,on the graph,on the graph
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Mar08-D-Chaitu_q2_03-05_English_131.flac,ten into one,10 into 1
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C2L1P-Apr19-D-Chaitu_q2_04-05_English_000.flac,the row is aaa four,the Rodeway Inn
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_077.flac,sixteen minus six,play some music
/home/luis/Dropbox/DATASETS_AUDIO/AOLME_bilingual/WAVS/flac_audios/G-C1L1P-Apr06-E-Irma_q2_03-07_English_004.flac,one one,11
